"Marca temporal","¿Cúal es su lugar de residencia?","En el caso de que haya marcado anteriormente que su lugar de residencia NO es Alcoi. ¿Podría especificar de dónde es? (país, provincia, municipio...)","¿Con cuántas personas viaja?","¿Con cuántas personas de las que viaja han entrado a las Tourist-Info?","Con el fin de mejorar nuestros servicios de información turística. ¿Me podría indicar si tiene el Wifi de su teléfono móvil abierto para conectarse a redes Wifi disponibles?"
"2021/12/10 1:10:19 p. m. EET","Comunidad Valenciana","San Juan","1","1","Sí"
"2021/12/10 1:17:06 p. m. EET","Internacional","England","0","0","No entiendo la pregunta"
"2021/12/10 1:29:16 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/10 1:33:02 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/10 1:33:10 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/10 1:54:32 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/10 2:15:22 p. m. EET","España","Asturias","1","1","Sí"
"2021/12/10 2:16:23 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/10 2:17:03 p. m. EET","Comunidad Valenciana","Valencia ","1","1","No"
"2021/12/10 5:10:19 p. m. EET","España","Barcelona","1","1","Sí"
"2021/12/10 5:56:46 p. m. EET","Internacional","Francia","1","1","No"
"2021/12/11 11:24:02 a. m. EET","Comunidad Valenciana","Ibi","2","1","Sí"
"2021/12/11 11:36:49 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/11 11:37:03 a. m. EET","Comunidad Valenciana","Pinoso","10","0","Sí"
"2021/12/11 12:25:28 p. m. EET","Alcoi","","2","2","No"
"2021/12/11 12:25:48 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 12:39:50 p. m. EET","España","Madrid","0","0","Sí"
"2021/12/11 12:51:59 p. m. EET","Alcoi","","1","1","No"
"2021/12/11 12:52:08 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 12:56:30 p. m. EET","Alcoi","","1","1","No"
"2021/12/11 12:56:39 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/11 12:56:53 p. m. EET","Comunidad Valenciana","Valencia","1","1","No"
"2021/12/11 1:12:41 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 1:13:07 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 1:13:16 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/11 1:22:41 p. m. EET","Comunidad Valenciana","Alicante","3","1","No"
"2021/12/11 1:29:30 p. m. EET","Comunidad Valenciana","Albatera","1","1","No"
"2021/12/11 1:32:38 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 1:54:45 p. m. EET","Comunidad Valenciana","Algemesi","3","0","Sí"
"2021/12/11 1:55:26 p. m. EET","Comunidad Valenciana","Valencia","1","1","No"
"2021/12/11 1:56:01 p. m. EET","Comunidad Valenciana","Xativa","3","0","Sí"
"2021/12/11 1:56:30 p. m. EET","Comunidad Valenciana","Ontinyent","7","0","Sí"
"2021/12/11 2:08:59 p. m. EET","Alcoi","","0","0","No"
"2021/12/11 2:09:23 p. m. EET","Alcoi","","2","2","Sí"
"2021/12/11 2:20:46 p. m. EET","Comunidad Valenciana","Monforte del Cid","3","1","Sí"
"2021/12/11 2:21:17 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/11 2:42:42 p. m. EET","España","Madrid","1","1","Sí"
"2021/12/12 11:12:19 a. m. EET","Comunidad Valenciana","Valencia","1","1","Sí"
"2021/12/12 12:57:13 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/12 12:57:36 p. m. EET","Alcoi","","1","1","No"
"2021/12/12 1:02:43 p. m. EET","Alcoi","","0","0","No"
"2021/12/12 1:16:51 p. m. EET","Comunidad Valenciana","Agost","3","1","Sí"
"2021/12/12 1:17:28 p. m. EET","Comunidad Valenciana","Alicante","2","1","No"
"2021/12/12 2:14:50 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/12 2:36:10 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/12 2:44:15 p. m. EET","Alcoi","","0","0","No"
"2021/12/13 11:30:22 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 11:51:26 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 11:51:38 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 11:51:52 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 12:03:01 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/13 12:57:50 p. m. EET","Comunidad Valenciana","Valencia ","0","0","Sí"
"2021/12/13 1:38:16 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/13 1:38:35 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 1:38:46 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/13 1:45:09 p. m. EET","Alcoi","","0","0","No"
"2021/12/13 1:53:34 p. m. EET","Comunidad Valenciana","Castellón ","3","1","Sí"
"2021/12/13 5:31:11 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/13 5:53:18 p. m. EET","España","León ","0","0","No"
"2021/12/14 12:29:45 p. m. EET","Internacional","Holanda","1","1","Sí"
"2021/12/15 11:37:11 a. m. EET","Comunidad Valenciana","Catarroja ","1","1","Sí"
"2021/12/15 12:24:38 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/15 12:24:53 p. m. EET","Alcoi","","1","1","Sí"
"2021/12/16 11:32:41 a. m. EET","Alcoi","","0","0","No"
"2021/12/16 11:47:16 a. m. EET","España","Palma de Mallorca","2","2","No"
"2021/12/16 12:13:24 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/16 12:13:33 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/16 12:13:41 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/16 12:13:49 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/16 12:40:44 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/16 12:52:21 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/16 12:52:32 p. m. EET","Alcoi","","2","2","No entiendo la pregunta"
"2021/12/16 12:52:40 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/16 12:56:34 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/16 12:57:10 p. m. EET","Alcoi","","2","2","No"
"2021/12/16 12:57:26 p. m. EET","Alcoi","","0","0","Sí"
"2021/12/16 1:41:10 p. m. EET","Alcoi","","0","0","No"
"2021/12/16 1:41:23 p. m. EET","Comunidad Valenciana","Ibi","0","0","No"
"2021/12/16 1:59:52 p. m. EET","Comunidad Valenciana","","1","1","Sí"
"2021/12/16 2:34:37 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/16 2:34:48 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/17 11:53:34 a. m. EET","Alcoi","","0","0","Sí"
"2021/12/17 11:54:19 a. m. EET","Alcoi","","1","1","No"
"2021/12/17 12:10:25 p. m. EET","Alcoi","","1","1","No"
"2021/12/17 12:17:14 p. m. EET","Alcoi","","0","0","No"
"2021/12/17 1:50:38 p. m. EET","Alcoi","","0","0","No"
"2021/12/17 2:12:55 p. m. EET","Alcoi","","0","0","No"
"2021/12/18 11:49:09 a. m. EET","Comunidad Valenciana","Castellón ","1","1","Sí"
"2021/12/18 11:49:27 a. m. EET","Comunidad Valenciana","Xeraco ","4","4","Sí"
"2021/12/18 11:49:42 a. m. EET","Comunidad Valenciana","Denia","1","1","No"
"2021/12/18 11:49:52 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 11:50:00 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 11:50:09 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 11:50:21 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 11:50:30 a. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 12:27:11 p. m. EET","Comunidad Valenciana","San vicente","3","0","Sí"
"2021/12/18 12:29:54 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/18 12:30:12 p. m. EET","España","Orense ","0","0","No entiendo la pregunta"
"2021/12/18 12:51:28 p. m. EET","Comunidad Valenciana","Valencia ","1","1","Sí"
"2021/12/18 12:52:54 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/19 1:00:11 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/19 1:00:23 p. m. EET","Alcoi","","1","1","No entiendo la pregunta"
"2021/12/19 1:00:31 p. m. EET","Alcoi","","0","0","No entiendo la pregunta"
"2021/12/19 1:00:48 p. m. EET","Comunidad Valenciana","Elda ","1","1","Sí"
"2021/12/19 1:01:00 p. m. EET","Alcoi","","1","1","Sí"
